"";"ResponseId";"AGE";"GENDER";"EDUCATION";"PARENT";"POLITCS_PARTY";"POLITICS_LEFTRIGHT";"MFQ1_HARM_EMOTIONALLY_1";"MFQ1_FAIRNESS_TREATED_2";"MFQ1_INGROUP_LOVECOUNTRY_3";"MFQ1_AUTHORITY_RESPECT_4";"MFQ1_PURITY_DECENCY_5";"MFQ1_LIBERTYECO_PROPERTY_6";"MFQ1_HARM_WEAK_8";"MFQ1_FAIRNESS_UNFAIRLY_9";"MFQ1_INGROUP_BETRAY_10";"MFQ1_LIBERTYLIFE_FREE_11";"MFQ1_AUTHORITY_TRADITIONS_12";"MFQ1_PURITY_DISGUSTING_13";"MFQ1_HARM_CRUEL_14";"MFQ1_FAIRNESS_RIGHTS_15";"MFQ1_INGROUP_LOYALTY_16";"MFQ1_AUTHORITY_CHAOS_17";"MFQ1_PURITY_GOD_18";"MFQ2_HARM_COMPASSION_1";"MFQ2_FAIRNESS_FAIRLY_2";"MFQ2_LIBERTYECO_SOCIETY_3";"MFQ2_INGROUP_HISTORY_4";"MFQ2_AUTHORITY_KIDRESPECT_5";"MFQ2_PURITY_HARMLESSDG_6";"MFQ2_LIBERTYECO_INFER_8";"MFQ2_HARM_ANIMAL_9";"MFQ2_FAIRNESS_JUSTICE_10";"MFQ2_INGROUP_FAMILY_11";"MFQ2_LIBERTYECO_WEALTH_12";"MFQ2_PURITY_UNNATURAL_14";"MFQ2_HARM_KILL_16";"MFQ2_FAIRNESS_RICH_17";"MFQ2_LIBERTYECO_PROPERTY_18";"MFQ2_INGROUP_TEAM_19";"MFQ2_LIBERTYLIFE_TRADITION_20";"MFQ2_AUTHORITY_SOLDIER_21";"MFQ2_PURITY_CHASTITY_22";"MFQ2_LIBERTYLIFE_CHOICE_23";"VCI_SAFETY_1";"VCI_PARENTSRIGHT_2";"VCI_OVERWHELM_3";"VCI_PROTECTOTHERS_4";"VCI_ALLERGIES_5";"VCI_LIVINGSTANDARDS_6";"VCI_DECISION_7";"VCI_PHARMA_8";"VCI_COMPULSORY_10";"VCI_CAUSEDISEASE_11";"VCI_CONCEAL_12";"VCI_ALTERNATIVE_13";"VCI_TOXINS_14";"VCI_PROTECTALL_15";"VCI_NATURALLY_16";"VCI_EXEMPT_17";"VCI_INEFFECTIVE_18";"BVIS_HEPATITISB_1";"BVIS_HPV_2";"BVIS_MEASELS_3";"BVIS_MENINGOCOCCAL_4";"BVIS_PERTUSSIS_5";"BVIS_MUMPS_6";"BVIS_POLIO_7";"BVIS_ROTAVIRUS_8";"BVIS_RUBELLA_9";"BVIS_TETANUS_10";"BVIS_CHICKENPOX_11";"INFECTED";"VACCINATED";"COVCI_ANYVACCINE";"COVCI_ASAP";"COVCI_CHOOSEVACCINE";"COVCI_DECIDE";"COVCI_DISADVANTAGE";"COVCI_DUTY";"COVCI_IMPORTANCE";"COVCI_INFECTION";"COVCI_INFORMED";"COVCI_JOBLOSS";"COVCI_PROTECTGENERALLY";"COVCI_PROTECTME";"COVCI_PROTECTOTHERS";"COVCI_RECOMMENDATION";"COVCI_SIDEEFFECTS";"COVCI_THOUGHTFUL";"COVCI_TRUST";"COVCI_UNNATURAL";"COVCI_WAIT";"DEC_GROUP";"ResponseId_f";"PARENT_f";"VACCINATED_f";"POLITCS_PARTY_f";"AGE_f";"GENDER_f";"EDUCATION_f";"INFECTED_f";"background_vaccinated";"background_female";"background_diverse";"background_abitur";"background_mittlereReife";"background_hauptschule";"background_noEdu";"background_parent";"background_age12.15";"background_age16.17";"background_age18.29";"background_age30.39";"background_age40.49";"background_age50.59";"background_age60plus";"background_CDU.CSU";"background_SPD";"background_AfD";"background_Greens";"background_FDP";"background_TheLeft";"background_other.party";"background_covid.infection";"background_politicsLeftRight";"irvTotal";"Zh";"excluded"
"407";"R_3KHhyzr8PI8xrdT";8;1;1;1;4;4;4;3;1;1;3;4;4;4;4;5;3;4;4;4;5;3;0;4;4;3;2;4;1;2;4;4;4;4;0;1;2;3;4;4;4;1;4;4;2;5;5;3;3;2;5;5;5;3;5;5;4;5;4;5;5;5;5;5;5;5;5;5;5;5;5;2;1;3;4;4;1;0;4;4;0;3;4;4;4;4;4;4;4;4;4;3;"supporter";"R_3KHhyzr8PI8xrdT";"yes";"yes";"Greens";"60+";"male";"Abitur";"no";1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;4;1,38075453110166;0,418705706439018;FALSE
"408";"R_b9j06NoV0VNIcBX";5;2;1;1;2;5;4;4;1;4;4;4;4;4;4;4;3;4;5;5;4;3;0;4;5;3;2;3;1;4;5;4;4;3;1;4;3;4;2;4;2;1;3;2;1;4;5;3;4;1;2;1;5;4;4;2;4;3;1;5;5;5;5;5;5;5;5;1;5;5;5;2;1;0;1;4;0;3;1;2;1;3;4;4;3;4;3;3;3;3;2;0;"supporter";"R_b9j06NoV0VNIcBX";"yes";"yes";"CDU";"30-39";"female";"Abitur";"no";1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;5;1,48713164441672;2,31017776818026;FALSE
"409";"R_1DOLFNuxJ94kZr5";8;2;3;2;1;5;5;5;2;2;2;4;4;4;4;5;0;2;5;5;2;4;0;4;5;4;3;1;0;5;5;5;2;4;0;2;1;5;1;5;1;0;5;1;1;2;1;1;1;1;1;1;3;1;1;1;1;1;1;1;0;0;0;0;0;0;5;0;0;5;0;3;2;0;0;0;0;0;0;0;0;0;4;0;0;0;0;4;0;0;4;4;"rejecter";"R_1DOLFNuxJ94kZr5";"no";"no";"AfD";"60+";"female";"Qualifizierter Abschluss";"don't know";0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;5;1,9327105452279;-0,32712605948047;FALSE
"410";"R_PBTtryEs8fUyZsB";8;2;1;2;4;4;4;3;0;2;2;4;4;4;4;4;0;4;4;4;4;2;0;3;4;4;1;1;3;2;3;5;2;3;3;5;2;4;1;5;0;0;5;5;2;5;5;3;4;2;5;3;5;5;5;5;5;3;3;5;5;4;5;4;5;5;5;4;5;5;5;2;1;1;4;3;0;0;0;4;4;4;4;4;4;3;3;4;0;4;4;4;"supporter";"R_PBTtryEs8fUyZsB";"no";"yes";"Greens";"60+";"female";"Abitur";"no";1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;4;1,59437299394855;2,00029141942255;FALSE
"411";"R_3MKEkKTUnkFOqGx";7;2;2;2;7;5;5;4;2;4;4;4;5;5;5;5;2;5;5;5;4;4;4;5;5;4;2;4;5;4;5;5;5;4;4;5;3;5;4;5;4;2;4;3;1;1;2;1;1;1;1;1;2;1;3;1;1;1;1;3;0;0;0;3;3;0;3;0;0;3;0;2;2;0;1;4;0;3;2;1;3;2;3;1;2;2;0;1;2;0;0;0;"fence-sitter";"R_3MKEkKTUnkFOqGx";"no";"no";"Other.party";"50-59";"female";"Mittlere Reife";"no";0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;5;1,78281462797036;-0,564323335478354;FALSE
"412";"R_3koLbMFvbEbvSeA";7;2;4;2;4;4;4;4;1;4;4;4;5;4;3;4;5;4;4;4;5;5;4;4;5;5;1;5;4;3;5;5;5;2;5;5;3;3;4;3;2;0;2;2;1;2;2;1;3;1;2;1;5;1;1;1;4;2;1;1;0;0;3;2;2;5;5;5;1;5;0;2;1;3;1;2;0;3;3;1;4;3;4;3;1;3;2;2;3;0;2;1;"supporter";"R_3koLbMFvbEbvSeA";"no";"yes";"Greens";"50-59";"female";"none";"no";1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;4;1,6094154264567;-1,3998783673097;FALSE
"413";"R_3Dbk7qhnUGd18Bx";5;2;1;1;4;2;5;3;1;2;1;3;5;4;2;3;1;3;5;5;3;4;0;3;4;2;1;2;2;2;4;4;2;2;1;5;3;2;2;5;1;0;3;1;3;5;5;5;4;3;4;3;5;4;5;5;5;5;2;5;5;4;5;4;5;5;5;4;5;5;5;1;1;3;4;4;1;0;3;4;4;3;4;4;4;4;3;3;3;3;4;3;"supporter";"R_3Dbk7qhnUGd18Bx";"yes";"yes";"Greens";"30-39";"female";"Abitur";"yes";1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;2;1,43655257636021;0,562532505363749;FALSE
"414";"R_3eywcFiXotpuQQC";6;2;1;1;4;3;4;3;0;1;0;3;4;4;2;4;1;4;4;4;2;3;0;3;4;3;0;0;2;1;3;3;2;2;2;4;2;3;2;4;3;0;5;3;1;2;4;3;3;1;2;1;4;2;3;4;4;2;1;4;1;1;4;1;1;4;3;0;4;5;3;2;2;1;4;3;1;0;1;4;3;3;4;3;4;3;1;3;1;1;2;3;"supporter";"R_3eywcFiXotpuQQC";"yes";"no";"Greens";"40-49";"female";"Abitur";"no";0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3;1,38360824397859;1,63672697755322;FALSE
"415";"R_UorQXbFh7QhuvgR";5;1;1;1;7;6;1;5;1;0;0;0;4;4;1;5;1;0;0;5;1;2;4;2;5;5;3;3;1;5;5;5;2;4;3;5;1;4;2;4;1;2;3;2;1;2;3;2;4;1;1;1;3;2;2;1;3;2;1;1;1;1;3;3;3;3;3;1;3;3;2;3;2;0;0;0;0;0;0;0;1;1;2;1;0;0;0;1;0;0;2;4;"rejecter";"R_UorQXbFh7QhuvgR";"yes";"no";"Other.party";"30-39";"male";"Abitur";"don't know";0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;6;1,61688416420564;-1,5375024233907;FALSE
"416";"R_1BQK4RcRvkqDloR";6;2;2;1;7;5;4;5;2;4;4;1;4;5;5;4;2;3;5;5;5;5;5;5;4;3;2;3;2;4;5;5;5;3;4;5;2;3;2;4;1;1;4;2;1;3;4;2;3;1;2;1;4;2;3;2;2;2;1;1;1;1;4;1;4;4;3;1;4;5;3;2;2;0;0;4;0;0;0;0;1;3;4;0;0;0;0;1;0;1;0;2;"rejecter";"R_1BQK4RcRvkqDloR";"yes";"no";"Other.party";"40-49";"female";"Mittlere Reife";"no";0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;5;1,70837093979289;1,76676737251838;FALSE
"417";"R_2wpiQBCX4eUMnea";8;1;3;2;6;5;3;4;1;3;3;3;4;4;4;4;1;4;5;5;1;3;1;3;4;1;1;4;4;1;3;4;4;4;1;0;2;3;2;3;3;1;4;5;4;5;4;5;5;3;5;4;5;5;5;5;5;5;3;4;4;4;5;5;5;5;5;4;5;5;5;2;1;4;4;2;2;0;0;4;4;3;4;4;4;4;3;4;4;4;4;4;"supporter";"R_2wpiQBCX4eUMnea";"no";"yes";"The Left";"60+";"male";"Qualifizierter Abschluss";"no";1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;5;1,39254634130405;0,878425249196494;FALSE
"418";"R_1fZ5sgznCBe37nn";8;1;1;2;2;7;2;2;2;2;4;4;5;5;5;3;3;4;5;4;5;5;3;4;4;3;3;3;3;3;2;4;2;2;3;2;2;2;3;2;2;2;3;4;4;4;4;2;5;5;5;4;5;4;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;2;1;3;4;3;3;2;3;4;3;4;2;4;3;4;3;3;1;3;4;4;"supporter";"R_1fZ5sgznCBe37nn";"no";"yes";"CDU";"60+";"male";"Abitur";"no";1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;7;1,14590993589456;-1,97455883547748;FALSE
"419";"R_3JypBuhTHf3KjDn";5;2;2;1;2;4;4;4;4;3;2;4;4;4;4;4;3;2;4;4;4;3;0;4;3;1;1;3;1;2;4;3;2;3;4;4;3;5;3;3;2;0;4;5;5;5;5;5;5;3;5;4;5;5;5;5;5;3;3;5;5;5;5;5;5;5;5;5;5;5;5;2;1;1;0;3;2;3;3;4;4;4;4;4;4;4;3;4;4;4;4;4;"supporter";"R_3JypBuhTHf3KjDn";"yes";"yes";"CDU";"30-39";"female";"Mittlere Reife";"no";1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;4;1,3018368240551;-0,0126197157902434;FALSE
"420";"R_bgEnwFxPs88lPCp";7;1;1;2;4;5;3;4;1;2;0;3;4;4;4;4;1;2;4;4;2;4;0;3;4;3;3;3;0;2;5;5;4;3;1;4;2;1;2;3;3;0;5;5;2;5;5;4;5;2;4;4;1;4;1;5;5;5;2;5;5;4;5;4;5;5;5;4;5;5;5;2;1;3;4;4;3;1;3;4;4;4;3;4;4;4;3;3;4;4;4;3;"supporter";"R_bgEnwFxPs88lPCp";"no";"yes";"Greens";"50-59";"male";"Abitur";"no";1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;5;1,41340196198351;-0,111071397988397;FALSE
"421";"R_XYWQAcxvuRDRgcx";7;1;1;2;4;4;4;4;0;1;2;4;4;4;4;2;1;1;4;4;3;3;0;3;4;1;1;3;0;1;2;3;0;1;1;4;1;1;3;1;2;0;3;5;4;5;5;3;5;2;5;4;5;5;5;5;5;5;2;5;5;5;5;5;5;5;5;5;5;5;5;2;2;4;4;3;0;1;3;4;4;3;4;4;4;4;3;3;3;3;4;4;"supporter";"R_XYWQAcxvuRDRgcx";"no";"no";"Greens";"50-59";"male";"Abitur";"no";0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;4;1,61781533206103;1,73338948477753;FALSE
"422";"R_3FRS1GRvjztVAA7";7;2;1;1;4;4;4;5;1;1;3;3;4;4;4;4;1;4;4;4;3;3;1;5;5;3;1;1;2;2;4;5;2;3;0;5;2;2;1;4;2;1;4;5;2;4;5;3;4;2;5;3;5;5;5;5;5;5;2;5;5;5;5;5;5;5;5;5;5;5;5;2;1;1;4;3;0;0;3;4;4;1;4;4;4;4;4;3;4;4;4;4;"supporter";"R_3FRS1GRvjztVAA7";"yes";"yes";"Greens";"50-59";"female";"Abitur";"no";1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;4;1,5005736137877;1,97063556759735;FALSE
"423";"R_1d1fosvKKQf2lQV";7;1;1;2;4;4;5;5;3;3;3;5;5;5;4;5;3;0;5;5;3;4;3;5;4;4;3;3;1;3;4;4;1;2;1;4;2;3;2;2;3;3;4;4;5;5;5;5;5;3;4;4;5;5;5;5;5;5;2;5;5;5;5;5;5;5;5;5;5;5;5;2;1;1;4;3;0;0;4;4;4;4;4;4;4;4;4;3;3;4;4;1;"supporter";"R_1d1fosvKKQf2lQV";"no";"yes";"Greens";"50-59";"male";"Abitur";"no";1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;4;1,36985620562758;-0,472448704688773;FALSE
"424";"R_3gTVgxo7P4PTHSK";6;2;1;1;4;1;4;4;0;2;1;3;5;4;4;3;1;4;5;5;3;3;2;5;3;3;4;3;2;1;5;4;1;1;0;3;3;2;3;2;1;2;3;5;2;4;5;3;5;3;5;1;5;5;3;4;4;5;4;5;5;1;5;5;5;5;5;5;5;5;5;2;1;3;4;2;1;1;4;4;2;2;3;4;3;4;2;3;2;3;4;4;"supporter";"R_3gTVgxo7P4PTHSK";"yes";"yes";"Greens";"40-49";"female";"Abitur";"no";1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1,43934548776908;-1,29357064539299;FALSE
"425";"R_5zk7O4UdCY1FjZn";5;2;1;1;2;5;5;4;0;1;1;4;4;4;1;5;0;4;4;4;1;3;2;4;4;4;2;3;1;2;4;4;1;3;2;4;2;2;2;3;2;1;4;4;2;3;2;2;3;2;2;2;4;2;5;3;3;4;2;4;4;5;5;5;5;5;5;2;5;5;5;2;2;1;1;3;1;1;1;1;1;3;3;1;1;1;1;1;1;1;2;1;"rejecter";"R_5zk7O4UdCY1FjZn";"yes";"no";"CDU";"30-39";"female";"Abitur";"no";0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;5;1,48713164441672;-0,33761328300898;FALSE
"426";"R_SGCHAKVP0fhXKAF";6;1;1;2;4;4;4;4;1;4;3;4;5;5;5;4;3;5;5;5;4;4;1;4;4;2;3;2;4;2;2;4;3;4;4;5;2;3;3;4;1;0;5;5;5;5;5;5;3;5;5;4;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;2;1;4;4;3;3;2;4;4;4;3;4;4;4;4;4;4;2;4;4;4;"supporter";"R_SGCHAKVP0fhXKAF";"no";"yes";"Greens";"40-49";"male";"Abitur";"no";1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;4;1,17098210150389;1,03392783148063;FALSE
"427";"R_3KTjT7pkgIs4VNI";8;1;1;2;5;3;1;4;0;0;4;4;4;5;4;5;0;4;5;5;2;5;4;4;4;4;0;3;0;0;0;4;0;0;0;5;0;0;2;4;4;0;4;5;5;5;5;4;5;5;5;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;1;4;4;0;4;0;4;4;4;4;4;4;4;4;4;4;4;4;4;4;"supporter";"R_3KTjT7pkgIs4VNI";"no";"yes";"SPD";"60+";"male";"Abitur";"no";1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;3;1,83963346644863;-1,61690007423736;FALSE
"428";"R_3lFvPWMr0JkJlZz";7;2;2;2;6;2;5;5;0;0;0;3;5;5;4;5;0;5;5;5;2;0;0;5;5;5;0;0;2;0;5;5;0;2;0;5;4;5;0;5;0;0;4;4;3;5;5;3;3;2;3;5;4;4;5;5;5;5;2;4;5;5;5;5;5;5;5;5;5;5;5;2;2;4;4;2;0;0;4;4;0;1;4;4;3;4;3;4;4;3;4;4;"supporter";"R_3lFvPWMr0JkJlZz";"no";"no";"The Left";"50-59";"female";"Mittlere Reife";"no";0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;2;1,92735985401914;-1,05483924283543;FALSE
"429";"R_UYKNzApiL9vUbD3";8;2;1;2;6;2;3;4;0;4;4;4;5;4;3;4;4;4;5;5;3;4;0;5;4;3;2;3;4;3;5;5;3;4;4;5;3;2;2;3;2;0;3;3;4;4;4;3;4;4;3;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;1;3;4;2;0;3;4;4;4;3;4;4;4;4;3;2;3;3;4;2;"supporter";"R_UYKNzApiL9vUbD3";"no";"yes";"The Left";"60+";"female";"Abitur";"no";1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;2;1,2548814610767;1,05487442897689;FALSE
"430";"R_3htnSagCqI5FeRF";8;2;1;2;1;4;4;4;2;1;4;4;5;5;5;4;1;4;5;5;4;3;0;4;4;3;0;1;2;5;5;5;1;3;2;5;2;4;3;3;1;1;4;2;1;1;2;2;2;1;1;2;3;2;2;2;3;1;2;2;1;0;1;1;1;1;4;1;4;5;1;3;2;0;0;2;0;0;0;0;0;4;4;0;0;0;1;2;0;0;3;4;"rejecter";"R_3htnSagCqI5FeRF";"no";"no";"AfD";"60+";"female";"Abitur";"don't know";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;4;1,68533719052988;0,779212800612915;FALSE
"431";"R_1EiKav0lDis2FrM";6;2;2;1;6;4;3;5;0;0;0;3;4;3;3;4;0;4;4;4;3;0;0;4;3;1;0;3;1;1;5;3;1;4;4;4;1;4;1;5;1;1;4;5;2;5;5;5;5;1;5;3;5;5;5;5;4;5;1;5;3;5;5;5;5;5;5;2;5;5;5;2;1;0;4;3;0;0;0;4;4;3;4;3;4;4;3;3;2;4;4;4;"supporter";"R_1EiKav0lDis2FrM";"yes";"yes";"The Left";"40-49";"female";"Mittlere Reife";"no";1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;4;1,75961419387954;0,347275077786977;FALSE
"432";"R_22FkSLsPTjeVfWg";6;1;1;1;4;3;4;4;1;3;4;4;4;4;4;5;2;0;1;4;0;1;0;5;5;4;0;4;0;1;3;3;3;3;0;5;4;3;0;5;2;0;3;3;1;5;5;5;5;1;4;3;5;5;5;5;5;5;1;5;5;3;5;5;5;5;5;5;5;5;5;2;1;4;4;2;0;1;4;4;4;2;4;4;4;4;3;4;4;3;4;2;"supporter";"R_22FkSLsPTjeVfWg";"yes";"yes";"Greens";"40-49";"male";"Abitur";"no";1;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3;1,68861055974726;-1,15341188198388;FALSE
"433";"R_dapi528xjnJbHc5";7;2;1;1;4;4;5;5;0;2;1;4;4;4;4;5;0;4;4;4;4;3;0;3;4;2;0;3;1;1;5;5;2;1;0;5;3;3;1;4;2;0;5;5;3;5;5;4;5;3;5;4;5;5;5;5;5;5;3;5;5;5;5;5;5;5;5;5;5;5;5;2;2;3;4;1;2;1;4;4;2;4;2;4;4;4;4;2;2;4;4;4;"supporter";"R_dapi528xjnJbHc5";"yes";"no";"Greens";"50-59";"female";"Abitur";"no";0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;4;1,60195663494396;0,814888734985008;FALSE
"434";"R_2w0sqDgRnddsrUe";5;2;1;1;4;4;4;4;3;3;3;4;3;3;4;4;2;2;1;4;3;3;0;3;5;4;2;1;1;3;3;4;2;2;1;5;2;4;3;4;3;2;4;4;2;4;4;4;4;1;3;1;5;4;3;2;4;3;1;4;5;2;5;5;5;5;5;0;5;5;3;2;1;0;4;4;0;1;3;4;3;3;3;4;4;4;4;3;4;3;2;4;"supporter";"R_2w0sqDgRnddsrUe";"yes";"yes";"Greens";"30-39";"female";"Abitur";"no";1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;4;1,34235687267162;-0,0244514379107785;FALSE
"435";"R_tPrVc6dPd1i7ruV";5;2;1;1;4;5;4;4;1;2;1;3;3;4;2;4;2;2;3;5;3;3;0;3;2;3;0;0;0;2;3;3;0;3;0;0;1;1;3;3;4;0;3;5;4;5;5;4;4;4;4;4;5;4;5;5;5;5;4;5;5;5;5;5;5;5;5;4;5;5;5;2;1;4;4;0;0;0;2;4;3;3;4;3;3;3;3;4;3;3;4;4;"supporter";"R_tPrVc6dPd1i7ruV";"yes";"yes";"Greens";"30-39";"female";"Abitur";"no";1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;5;1,63171908475182;-0,425470533605486;FALSE
"436";"R_2vlaxSgVLXzI6Hu";8;2;1;2;4;3;4;5;0;1;4;4;5;5;5;5;2;5;5;5;4;2;4;5;5;4;1;3;5;2;5;5;1;1;4;5;5;0;3;2;2;0;5;5;4;4;4;3;4;4;5;4;5;5;5;3;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;2;1;4;4;4;4;0;3;4;4;3;4;4;4;4;4;4;4;4;4;4;"supporter";"R_2vlaxSgVLXzI6Hu";"no";"yes";"Greens";"60+";"female";"Abitur";"no";1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;3;1,38857521797433;1,100445524295;FALSE
"437";"R_2P7oTDMrvcuypnR";5;2;1;1;6;4;4;4;0;3;1;4;4;4;4;4;1;4;4;4;4;3;1;5;5;3;0;3;2;2;5;4;4;2;0;5;3;4;4;4;4;0;4;5;1;5;5;4;5;2;4;2;5;5;5;4;5;4;2;5;5;5;5;5;5;5;5;3;5;5;5;2;1;4;4;3;0;0;2;4;4;4;4;4;4;4;4;4;3;4;4;2;"supporter";"R_2P7oTDMrvcuypnR";"yes";"yes";"The Left";"30-39";"female";"Abitur";"no";1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;4;1,46732434531907;2,11135146204117;FALSE
"438";"R_yWSD0gMUvH6Iaop";6;2;1;2;2;3;4;4;0;3;0;4;4;4;4;4;1;5;5;5;1;4;1;3;5;2;1;3;4;2;4;5;1;1;1;5;1;3;2;1;0;0;1;5;5;5;4;3;5;4;4;4;5;5;5;5;5;5;4;3;5;5;5;5;5;5;5;5;5;5;5;2;1;0;4;4;0;1;2;4;4;3;4;4;4;4;4;4;4;4;4;4;"supporter";"R_yWSD0gMUvH6Iaop";"no";"yes";"CDU";"40-49";"female";"Abitur";"no";1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;3;1,63136744009826;0,169413280169207;FALSE
"439";"R_3R2BsVKVG2HpeL6";6;1;1;2;7;5;3;5;0;4;4;4;4;5;4;5;1;4;5;4;4;4;4;4;5;0;0;3;4;2;3;3;3;2;4;5;4;4;4;5;0;3;4;4;2;4;5;3;5;1;2;2;4;4;5;4;4;4;1;4;5;5;5;5;5;5;5;5;5;5;5;2;1;1;4;4;0;0;4;4;4;3;4;4;4;4;2;3;4;3;2;2;"supporter";"R_3R2BsVKVG2HpeL6";"no";"yes";"Other.party";"40-49";"male";"Abitur";"no";1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;5;1,45199528376419;1,44196765653504;FALSE
"440";"R_3hbRfC8tZ0nuUwB";7;2;2;2;4;2;4;4;0;1;2;4;4;4;3;4;1;4;5;4;2;3;0;3;5;3;1;1;1;1;2;3;4;1;3;5;4;1;3;3;2;0;5;5;3;5;5;4;4;3;5;4;5;5;5;5;5;4;3;5;3;5;5;3;5;5;5;3;5;5;4;2;1;4;4;1;2;0;3;4;4;3;4;4;3;3;2;4;2;4;4;4;"supporter";"R_3hbRfC8tZ0nuUwB";"no";"yes";"Greens";"50-59";"female";"Mittlere Reife";"no";1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;2;1,46149665113324;0,524131771186002;FALSE
"441";"R_2fD8w9KWnnuCQxQ";5;2;1;1;3;5;3;4;0;3;0;3;2;2;4;4;2;3;5;4;3;3;0;3;5;4;2;4;3;5;5;4;3;5;4;5;1;5;2;5;2;2;5;2;1;2;3;2;2;1;2;2;4;2;3;2;3;2;1;2;2;1;4;4;4;4;1;4;4;3;1;2;2;0;1;3;0;0;0;1;1;4;4;2;0;0;0;3;1;0;0;0;"rejecter";"R_2fD8w9KWnnuCQxQ";"yes";"no";"FDP";"30-39";"female";"Abitur";"no";0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;5;1,58643670260106;0,18061553608635;FALSE
"442";"R_25sv00dJKYhYXOI";6;1;1;1;1;5;0;5;0;0;0;0;4;4;4;4;0;4;5;5;0;0;3;4;5;5;1;1;0;4;4;4;3;3;3;5;3;3;1;4;1;0;4;2;1;3;3;3;2;1;2;1;3;2;2;2;3;2;1;3;5;4;5;5;5;5;5;5;5;5;1;2;2;0;0;4;0;0;0;0;1;3;4;1;0;0;3;1;0;1;1;0;"rejecter";"R_25sv00dJKYhYXOI";"yes";"no";"AfD";"40-49";"male";"Abitur";"no";0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;5;1,85639797056803;-0,0993793550505014;FALSE
