"";"ResponseId";"AGE";"GENDER";"EDUCATION";"PARENT";"POLITCS_PARTY";"POLITICS_LEFTRIGHT";"MFQ1_HARM_EMOTIONALLY_1";"MFQ1_FAIRNESS_TREATED_2";"MFQ1_INGROUP_LOVECOUNTRY_3";"MFQ1_AUTHORITY_RESPECT_4";"MFQ1_PURITY_DECENCY_5";"MFQ1_LIBERTYECO_PROPERTY_6";"MFQ1_HARM_WEAK_8";"MFQ1_FAIRNESS_UNFAIRLY_9";"MFQ1_INGROUP_BETRAY_10";"MFQ1_LIBERTYLIFE_FREE_11";"MFQ1_AUTHORITY_TRADITIONS_12";"MFQ1_PURITY_DISGUSTING_13";"MFQ1_HARM_CRUEL_14";"MFQ1_FAIRNESS_RIGHTS_15";"MFQ1_INGROUP_LOYALTY_16";"MFQ1_AUTHORITY_CHAOS_17";"MFQ1_PURITY_GOD_18";"MFQ2_HARM_COMPASSION_1";"MFQ2_FAIRNESS_FAIRLY_2";"MFQ2_LIBERTYECO_SOCIETY_3";"MFQ2_INGROUP_HISTORY_4";"MFQ2_AUTHORITY_KIDRESPECT_5";"MFQ2_PURITY_HARMLESSDG_6";"MFQ2_LIBERTYECO_INFER_8";"MFQ2_HARM_ANIMAL_9";"MFQ2_FAIRNESS_JUSTICE_10";"MFQ2_INGROUP_FAMILY_11";"MFQ2_LIBERTYECO_WEALTH_12";"MFQ2_PURITY_UNNATURAL_14";"MFQ2_HARM_KILL_16";"MFQ2_FAIRNESS_RICH_17";"MFQ2_LIBERTYECO_PROPERTY_18";"MFQ2_INGROUP_TEAM_19";"MFQ2_LIBERTYLIFE_TRADITION_20";"MFQ2_AUTHORITY_SOLDIER_21";"MFQ2_PURITY_CHASTITY_22";"MFQ2_LIBERTYLIFE_CHOICE_23";"VCI_SAFETY_1";"VCI_PARENTSRIGHT_2";"VCI_OVERWHELM_3";"VCI_PROTECTOTHERS_4";"VCI_ALLERGIES_5";"VCI_LIVINGSTANDARDS_6";"VCI_DECISION_7";"VCI_PHARMA_8";"VCI_COMPULSORY_10";"VCI_CAUSEDISEASE_11";"VCI_CONCEAL_12";"VCI_ALTERNATIVE_13";"VCI_TOXINS_14";"VCI_PROTECTALL_15";"VCI_NATURALLY_16";"VCI_EXEMPT_17";"VCI_INEFFECTIVE_18";"BVIS_HEPATITISB_1";"BVIS_HPV_2";"BVIS_MEASELS_3";"BVIS_MENINGOCOCCAL_4";"BVIS_PERTUSSIS_5";"BVIS_MUMPS_6";"BVIS_POLIO_7";"BVIS_ROTAVIRUS_8";"BVIS_RUBELLA_9";"BVIS_TETANUS_10";"BVIS_CHICKENPOX_11";"INFECTED";"VACCINATED";"COVCI_ANYVACCINE";"COVCI_ASAP";"COVCI_CHOOSEVACCINE";"COVCI_DECIDE";"COVCI_DISADVANTAGE";"COVCI_DUTY";"COVCI_IMPORTANCE";"COVCI_INFECTION";"COVCI_INFORMED";"COVCI_JOBLOSS";"COVCI_PROTECTGENERALLY";"COVCI_PROTECTME";"COVCI_PROTECTOTHERS";"COVCI_RECOMMENDATION";"COVCI_SIDEEFFECTS";"COVCI_THOUGHTFUL";"COVCI_TRUST";"COVCI_UNNATURAL";"COVCI_WAIT";"DEC_GROUP";"ResponseId_f";"PARENT_f";"VACCINATED_f";"POLITCS_PARTY_f";"AGE_f";"GENDER_f";"EDUCATION_f";"INFECTED_f";"background_vaccinated";"background_female";"background_diverse";"background_abitur";"background_mittlereReife";"background_hauptschule";"background_noEdu";"background_parent";"background_age12.15";"background_age16.17";"background_age18.29";"background_age30.39";"background_age40.49";"background_age50.59";"background_age60plus";"background_CDU.CSU";"background_SPD";"background_AfD";"background_Greens";"background_FDP";"background_TheLeft";"background_other.party";"background_covid.infection";"background_politicsLeftRight";"irvTotal";"Zh";"excluded"
"841";"R_1nZ4PrElkXpUrDT";7;2;2;2;4;4;4;4;1;1;0;3;3;4;4;4;2;4;4;3;2;4;0;3;4;2;2;2;2;2;4;3;2;1;0;4;3;2;4;4;0;0;3;4;2;4;5;3;4;2;4;3;5;4;5;4;5;5;1;4;4;5;5;4;3;3;5;3;4;5;4;2;1;1;4;3;0;2;2;4;3;3;4;4;4;4;3;2;4;3;4;3;"supporter";"R_1nZ4PrElkXpUrDT";"no";"yes";"Greens";"50-59";"female";"Mittlere Reife";"no";1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;4;1,36760319422138;1,72713421349998;FALSE
"842";"R_2YxMxF0v5XOIIrn";6;2;1;1;3;6;4;2;0;1;0;4;4;5;4;5;1;2;4;5;3;4;0;3;4;2;3;1;0;1;4;5;1;4;1;2;1;4;2;3;3;0;5;4;1;4;5;2;4;1;5;1;5;4;4;2;5;2;1;5;3;5;4;5;5;4;5;3;4;5;4;2;1;3;4;3;0;4;3;4;1;3;4;4;2;3;3;3;4;4;4;3;"supporter";"R_2YxMxF0v5XOIIrn";"yes";"yes";"FDP";"40-49";"female";"Abitur";"no";1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;6;1,54284758076976;0,0406961730553327;FALSE
"843";"R_3s680VF8o7uVHBY";4;3;2;2;4;3;4;4;0;1;0;2;5;4;3;5;0;1;5;5;4;3;0;3;5;2;0;3;0;0;4;5;3;1;0;5;2;3;1;5;3;0;5;5;4;5;5;5;4;3;5;4;5;5;5;5;5;5;2;5;5;5;5;5;5;5;5;5;5;5;5;2;1;4;3;0;2;0;2;4;4;4;4;4;1;4;4;4;4;4;4;1;"supporter";"R_3s680VF8o7uVHBY";"no";"yes";"Greens";"18-29";"diverse";"Mittlere Reife";"no";1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;3;1,78357875748878;0,301100551093689;FALSE
"844";"R_sotmmYFpof3SVPj";7;2;1;2;5;6;3;5;2;4;4;4;2;5;5;5;3;4;5;5;4;4;1;3;4;3;2;3;0;3;3;3;3;3;2;3;2;3;2;3;3;1;4;4;4;5;5;5;5;2;4;2;5;5;5;5;5;5;1;3;4;3;5;4;5;5;5;2;4;5;3;2;1;0;4;3;0;3;3;3;4;3;4;4;4;3;4;1;3;3;4;1;"supporter";"R_sotmmYFpof3SVPj";"no";"yes";"SPD";"50-59";"female";"Abitur";"no";1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;6;1,3281777836192;0,719995404202972;FALSE
"845";"R_2yq4v4zB30Y4RP0";5;2;1;2;4;2;5;5;1;2;2;3;5;5;4;5;1;4;4;5;5;2;0;3;5;3;0;2;0;2;4;3;2;3;0;3;4;2;4;5;2;0;5;5;3;5;5;4;5;2;5;3;5;5;4;5;4;3;3;5;4;3;5;4;5;5;5;2;4;5;4;2;1;4;4;1;0;0;4;4;4;3;4;4;4;4;3;4;3;4;3;4;"supporter";"R_2yq4v4zB30Y4RP0";"no";"yes";"Greens";"30-39";"female";"Abitur";"no";1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2;1,51526938466053;0,406049787946224;FALSE
"846";"R_1FzgAIPK5LhfNGl";8;1;1;2;1;6;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;5;5;4;4;4;5;5;5;4;3;3;5;2;4;4;4;2;1;4;1;1;1;1;1;2;1;1;1;3;1;1;1;3;1;1;1;4;2;4;3;3;3;4;3;3;3;3;2;2;0;0;2;4;0;0;0;0;3;4;0;0;0;1;0;0;0;0;0;"rejecter";"R_1FzgAIPK5LhfNGl";"no";"no";"AfD";"60+";"male";"Abitur";"no";0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;6;1,66758437155645;0,119382500641698;FALSE
"847";"R_2SBIIDv0Cndbq8y";8;2;1;2;4;3;4;5;0;2;0;5;4;4;4;5;1;4;5;4;3;4;1;3;4;3;1;3;3;1;5;5;2;3;2;4;4;3;3;2;2;0;5;5;4;5;5;5;5;5;5;4;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;4;5;5;5;2;1;4;4;3;2;0;4;4;4;4;4;4;4;4;2;4;4;4;4;4;"supporter";"R_2SBIIDv0Cndbq8y";"no";"yes";"Greens";"60+";"female";"Abitur";"no";1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;3;1,40239938641358;1,81012787455772;FALSE
"848";"R_2aruOpzjqaSHjrB";7;1;2;1;4;3;4;5;0;4;4;5;4;4;5;4;2;4;4;4;5;4;3;5;5;2;4;5;2;2;5;4;3;2;1;5;4;2;4;3;2;3;3;5;4;5;4;4;5;2;5;2;5;5;5;5;5;5;2;5;5;5;5;5;5;5;5;5;5;5;5;2;1;3;4;3;0;0;2;4;3;3;4;3;3;3;3;4;4;4;4;3;"supporter";"R_2aruOpzjqaSHjrB";"yes";"yes";"Greens";"50-59";"male";"Mittlere Reife";"no";1;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;3;1,30447836243049;1,17538867398734;FALSE
"849";"R_1DXQ4f4XFyHm7eu";6;2;1;2;4;4;2;4;0;1;4;5;5;5;4;5;1;3;3;4;4;2;0;4;3;4;0;0;1;1;5;3;0;4;0;5;0;5;2;5;0;0;5;5;2;5;1;5;5;2;5;2;5;5;5;5;5;5;2;5;5;5;5;5;5;5;5;5;5;5;5;2;1;4;4;2;1;0;4;4;4;4;4;4;4;4;3;4;4;4;4;4;"supporter";"R_1DXQ4f4XFyHm7eu";"no";"yes";"Greens";"40-49";"female";"Abitur";"no";1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;4;1,75863576971203;-0,00257615756538002;FALSE
"850";"R_2tgIsWn4QingM2G";7;2;2;2;1;6;4;3;2;4;4;4;5;4;5;4;2;4;4;2;2;1;0;4;4;4;4;5;4;5;5;5;5;4;2;5;2;5;4;5;4;0;4;4;1;4;4;4;2;1;2;1;2;2;4;2;4;4;1;4;4;4;5;5;5;5;5;4;5;5;5;1;2;0;0;4;0;0;0;0;3;1;3;1;0;0;0;1;1;0;0;1;"rejecter";"R_2tgIsWn4QingM2G";"no";"no";"AfD";"50-59";"female";"Mittlere Reife";"yes";0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;6;1,79927154253148;-0,496994773449003;FALSE
"851";"R_2QL0FYxUFHcGJdK";7;2;2;2;5;3;5;5;1;0;4;5;5;5;5;5;1;5;5;5;4;1;0;4;5;2;4;2;3;2;5;5;3;3;2;5;1;4;1;3;4;2;4;4;2;4;5;3;3;2;3;2;5;4;5;5;4;4;2;4;1;4;5;5;5;5;5;0;5;5;5;2;1;4;4;2;0;0;2;4;3;3;4;4;4;4;3;3;3;3;4;4;"supporter";"R_2QL0FYxUFHcGJdK";"no";"yes";"SPD";"50-59";"female";"Mittlere Reife";"no";1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;3;1,51578990879971;2,05842086028071;FALSE
"852";"R_1FLlbZunLD0cX6p";8;1;1;2;1;8;2;2;3;0;0;5;4;4;4;3;4;5;5;4;3;4;0;0;3;5;2;2;2;4;4;4;2;1;3;4;3;3;2;4;2;0;5;4;1;2;4;2;2;1;2;1;4;3;2;2;3;1;1;2;3;1;4;4;4;4;4;1;4;1;1;2;2;0;0;2;0;0;0;0;0;4;4;1;0;0;0;0;2;0;0;2;"rejecter";"R_1FLlbZunLD0cX6p";"no";"no";"AfD";"60+";"male";"Abitur";"no";0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;8;1,62894782819003;-0,152210211838414;FALSE
"853";"R_2PuorPXGGIk45mi";6;2;1;1;1;5;4;5;3;3;2;4;4;4;4;3;4;2;2;3;3;3;2;3;5;5;2;5;3;5;5;5;5;3;3;3;5;5;3;3;2;2;5;1;1;1;1;1;3;1;1;1;1;1;3;1;3;1;1;1;5;5;5;5;5;5;5;5;5;5;5;2;2;0;0;0;0;2;0;0;2;2;4;0;0;0;0;0;0;0;0;2;"rejecter";"R_2PuorPXGGIk45mi";"yes";"no";"AfD";"40-49";"female";"Abitur";"no";0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;5;1,82778328539849;-0,897077592335577;FALSE
"854";"R_2UaYVdh7pFqgBq2";5;1;2;2;3;5;3;4;3;3;2;4;3;3;3;4;1;1;2;3;2;3;3;3;4;2;2;4;0;5;5;4;3;2;3;2;5;5;2;3;3;2;3;2;2;2;3;2;2;1;2;1;3;3;3;3;2;2;1;2;2;3;3;4;4;4;3;3;2;4;2;2;2;2;0;2;0;1;0;0;0;2;4;2;0;0;0;4;0;1;2;2;"rejecter";"R_2UaYVdh7pFqgBq2";"no";"no";"FDP";"30-39";"male";"Mittlere Reife";"no";0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;5;1,30815659081508;-1,8049512976801;FALSE
"855";"R_QcZreDDpxsYrEM9";6;2;2;1;1;6;4;5;1;3;4;4;4;4;4;4;4;4;5;5;4;3;0;4;5;5;5;5;0;5;4;5;3;4;4;5;2;5;2;4;4;1;5;3;1;2;4;2;3;1;3;1;5;5;5;4;4;4;1;2;4;0;5;1;5;5;5;1;5;5;1;1;2;0;0;2;0;0;0;0;2;2;4;0;0;0;0;4;0;0;1;4;"rejecter";"R_QcZreDDpxsYrEM9";"yes";"no";"AfD";"40-49";"female";"Mittlere Reife";"yes";0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;6;1,87056033956025;0,514056731336095;FALSE
"856";"R_1NrFjVxXua2cjVx";5;2;1;2;7;5;5;3;0;4;4;5;5;5;5;5;1;4;5;5;4;5;0;5;5;5;3;1;2;5;5;4;3;3;2;4;3;2;2;5;1;0;5;1;1;1;1;1;1;1;1;1;2;1;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;0;0;2;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;4;"rejecter";"R_1NrFjVxXua2cjVx";"no";"no";"Other.party";"30-39";"female";"Abitur";"no";0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;5;1,85566382695492;-0,102869355806982;FALSE
"857";"R_263jeHAlK4OJ1b7";6;2;1;1;4;2;3;4;0;1;4;3;5;5;4;4;1;3;4;5;2;3;1;4;2;0;0;2;0;1;5;4;0;2;1;3;1;2;2;3;3;1;4;4;4;5;5;3;5;2;4;5;5;4;5;5;5;4;2;5;4;4;5;5;5;4;5;4;4;5;5;2;1;3;4;1;1;0;4;4;4;3;4;4;3;4;3;4;3;3;4;3;"supporter";"R_263jeHAlK4OJ1b7";"yes";"yes";"Greens";"40-49";"female";"Abitur";"no";1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;1,53571928910845;-0,0275183893153818;FALSE
"858";"R_115fooSrCMC4wTk";5;2;1;1;4;3;4;4;1;1;1;3;4;4;4;4;2;2;4;4;3;2;3;4;4;3;1;2;3;1;4;4;3;2;2;4;2;3;3;3;3;2;3;5;5;5;5;4;5;4;4;5;5;5;5;5;5;5;4;5;5;4;5;5;5;5;5;5;5;5;5;2;1;3;3;2;0;0;4;4;3;3;4;4;4;4;4;4;2;4;4;4;"supporter";"R_115fooSrCMC4wTk";"yes";"yes";"Greens";"30-39";"female";"Abitur";"no";1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;3;1,30067946407756;2,08502088522372;FALSE
"859";"R_1QaZh4c8KeNqIOg";6;2;2;1;5;5;4;4;3;4;4;4;5;5;5;4;1;4;4;4;4;3;0;4;3;3;1;1;4;3;4;5;1;2;3;5;2;3;3;3;3;2;4;4;2;2;3;3;5;2;4;2;5;4;5;5;4;4;2;5;4;5;5;4;5;5;5;0;5;5;5;2;1;2;4;3;1;1;2;4;4;3;4;3;4;4;4;3;4;4;4;2;"supporter";"R_1QaZh4c8KeNqIOg";"yes";"yes";"SPD";"40-49";"female";"Mittlere Reife";"no";1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;5;1,29321456120768;0,526589100712175;FALSE
"860";"R_1JL7Oh9D3AuwQ94";8;2;2;2;1;3;3;4;4;3;4;5;4;5;4;4;4;4;5;4;4;4;1;3;5;4;4;3;3;5;3;4;5;3;4;1;1;4;3;4;4;1;4;3;1;1;3;2;3;1;2;3;3;2;3;3;2;1;1;2;1;1;4;4;4;4;3;1;4;5;1;2;2;0;0;0;0;0;0;0;3;1;1;1;0;0;0;1;0;0;2;2;"rejecter";"R_1JL7Oh9D3AuwQ94";"no";"no";"AfD";"60+";"female";"Mittlere Reife";"no";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;3;1,61652929250552;0,174776139963359;FALSE
"861";"R_3GfGV6mFFGetQVg";6;2;2;2;7;5;4;4;5;4;4;5;4;4;5;5;4;1;4;4;3;5;3;5;4;3;5;4;3;5;4;4;3;3;4;4;3;4;4;4;2;3;5;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;4;"rejecter";"R_3GfGV6mFFGetQVg";"no";"no";"Other.party";"40-49";"female";"Mittlere Reife";"no";0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;5;1,89346189150865;-0,622490978523372;FALSE
"862";"R_3PXi9aIGBNXQMcc";7;2;1;1;5;6;4;3;1;3;1;4;4;4;4;4;1;1;4;4;1;2;2;3;3;2;2;2;1;2;4;3;2;3;2;4;1;3;2;4;2;0;5;5;3;5;5;4;4;3;5;4;5;4;5;5;5;5;2;5;5;5;5;5;5;5;5;4;5;5;5;2;1;3;4;3;1;0;2;4;3;3;4;4;4;4;0;1;3;0;3;1;"supporter";"R_3PXi9aIGBNXQMcc";"yes";"yes";"SPD";"50-59";"female";"Abitur";"no";1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;6;1,50995928788209;1,08059898879861;FALSE
"863";"R_2SIAY22y9Z482Pk";4;2;1;2;3;5;4;2;0;2;4;4;4;4;4;3;0;2;3;4;4;2;1;1;4;2;1;4;4;0;2;3;0;4;1;0;2;1;2;5;1;0;4;5;5;5;5;5;4;4;5;4;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;2;1;1;4;4;0;1;2;4;4;4;4;4;4;4;3;1;0;4;4;4;"supporter";"R_2SIAY22y9Z482Pk";"no";"yes";"FDP";"18-29";"female";"Abitur";"no";1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;5;1,68861055974726;-0,464917131080043;FALSE
"864";"R_02RST4kglhQYbw5";7;2;1;2;2;4;4;5;1;4;4;5;4;5;4;4;5;5;5;4;5;5;1;5;5;2;2;2;3;1;5;5;4;1;5;1;4;2;3;3;4;0;4;5;2;4;4;1;5;1;4;3;5;5;3;5;3;4;2;3;1;0;5;4;1;3;5;1;1;5;0;2;1;2;2;1;0;0;3;2;3;3;4;4;1;4;4;3;2;4;4;1;"supporter";"R_02RST4kglhQYbw5";"no";"yes";"CDU";"50-59";"female";"Abitur";"no";1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;4;1,61155288355682;-1,69455031007243;FALSE
"865";"R_9uc4GJQ3coKeaqd";6;1;1;2;2;4;4;4;0;1;3;4;4;4;4;5;3;5;5;5;3;5;0;3;3;2;3;3;4;2;5;3;4;1;2;5;4;1;4;4;0;0;3;3;2;5;4;5;3;2;3;4;5;5;5;5;5;5;2;5;5;5;5;5;5;5;5;5;5;5;5;2;1;4;4;2;0;0;2;4;3;3;4;4;4;4;2;3;0;4;4;4;"supporter";"R_9uc4GJQ3coKeaqd";"no";"yes";"CDU";"40-49";"male";"Abitur";"no";1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;4;1,53272768602095;1,40350334266408;FALSE
"866";"R_26auzlpOqn9Ckym";4;2;1;2;4;3;5;3;0;2;2;3;5;4;4;4;4;3;4;4;2;2;1;4;4;2;1;3;1;1;3;4;4;3;2;5;2;3;3;3;3;1;4;4;3;4;4;4;4;3;4;2;5;5;4;4;4;3;3;4;4;3;4;4;3;3;4;3;4;5;4;2;1;3;3;1;1;2;3;4;4;3;4;4;4;4;3;4;3;4;4;2;"supporter";"R_26auzlpOqn9Ckym";"no";"yes";"Greens";"18-29";"female";"Abitur";"no";1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;3;1,10720531720988;0,346412697260723;FALSE
"867";"R_1OrBSKsoLjrFbdS";7;2;1;2;4;2;4;4;0;1;0;2;4;4;5;5;1;4;3;4;3;1;0;4;4;1;2;2;2;1;4;4;1;1;2;5;3;3;4;4;2;0;4;5;4;5;5;3;5;4;5;4;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;2;1;4;4;1;2;0;3;4;3;3;4;4;4;3;4;4;3;3;4;4;"supporter";"R_1OrBSKsoLjrFbdS";"no";"yes";"Greens";"50-59";"female";"Abitur";"no";1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;2;1,53272768602095;1,27883109667788;FALSE
"868";"R_2Ub9X6ZsKblGCzC";6;2;1;1;7;5;4;4;1;4;4;4;4;4;4;4;3;4;4;4;4;4;1;3;3;1;1;3;3;1;4;3;3;3;3;5;2;2;2;3;4;1;3;5;4;5;5;5;5;3;5;4;5;5;5;5;5;4;3;5;5;5;5;5;5;5;5;1;5;5;5;2;2;1;4;2;2;0;3;4;4;4;4;4;4;4;3;4;1;4;4;4;"supporter";"R_2Ub9X6ZsKblGCzC";"yes";"no";"Other.party";"40-49";"female";"Abitur";"no";0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;5;1,30815659081508;2,15512059500435;FALSE
"869";"R_1dagtVIQnvA5BIZ";8;1;1;2;4;4;4;4;0;1;1;4;4;4;4;4;2;3;5;4;3;3;0;3;4;4;1;2;1;1;4;3;3;2;1;1;2;2;3;4;4;0;5;5;2;5;5;4;4;2;4;3;5;5;5;5;5;5;3;5;4;4;5;4;5;5;5;5;5;5;5;1;1;4;4;4;4;1;4;4;4;3;4;4;4;4;3;4;3;4;4;4;"supporter";"R_1dagtVIQnvA5BIZ";"no";"yes";"Greens";"60+";"male";"Abitur";"yes";1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;4;1,38407465499604;1,91577472332795;FALSE
"870";"R_2X1mM6KKFas4ePT";4;1;1;2;5;3;3;5;1;1;3;5;3;5;5;5;1;1;5;5;2;2;1;3;5;4;2;3;0;2;3;5;3;3;0;3;3;3;3;5;3;0;5;5;2;5;5;4;4;2;5;2;5;5;5;5;5;2;2;5;5;5;5;5;5;5;5;4;5;5;2;2;1;4;4;4;1;4;3;4;3;3;4;4;4;4;1;1;1;4;2;4;"supporter";"R_2X1mM6KKFas4ePT";"no";"yes";"SPD";"18-29";"male";"Abitur";"no";1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;3;1,52371763564028;-0,183590912877742;FALSE
"871";"R_djbHp0zpSX4BDS9";7;1;1;1;4;4;5;1;2;3;3;4;4;5;5;4;1;4;5;4;4;4;2;4;5;3;0;2;4;2;3;5;3;4;2;4;3;4;3;4;3;0;5;4;2;5;5;3;4;1;3;3;5;5;3;3;5;4;1;4;1;2;4;1;1;1;4;2;2;4;2;2;2;0;4;4;0;1;2;3;3;2;4;4;4;3;3;2;4;3;3;3;"supporter";"R_djbHp0zpSX4BDS9";"yes";"no";"Greens";"50-59";"male";"Abitur";"no";0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;4;1,38153340102678;0,670936932682463;FALSE
"872";"R_3IXN1IlLfHzEWNc";5;1;3;2;7;2;4;4;1;3;3;2;5;5;5;1;2;5;5;5;5;0;0;4;5;5;2;3;0;3;5;5;4;3;0;5;2;3;2;5;2;0;5;5;1;5;1;5;5;3;5;2;5;5;5;5;5;2;3;4;5;5;5;5;5;5;5;5;5;5;5;2;2;2;4;4;0;4;4;4;4;3;0;4;4;4;4;4;4;4;4;4;"supporter";"R_3IXN1IlLfHzEWNc";"no";"no";"Other.party";"30-39";"male";"Qualifizierter Abschluss";"no";0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;2;1,61248713008602;-1,58559582572456;FALSE
"873";"R_3Rrb624mrCDqPIa";4;1;1;2;4;2;5;4;0;1;4;3;5;5;5;5;0;5;5;5;2;4;0;4;3;2;0;1;0;2;4;4;0;1;1;5;2;3;4;4;0;0;5;5;4;5;5;5;5;1;5;4;5;5;5;5;5;5;2;5;5;5;5;5;5;5;5;5;5;5;5;2;1;4;4;0;0;3;4;4;3;4;4;4;4;4;4;4;3;4;4;4;"supporter";"R_3Rrb624mrCDqPIa";"no";"yes";"Greens";"18-29";"male";"Abitur";"no";1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;2;1,73101537495828;1,15463186609356;FALSE
"874";"R_277OmNLu6T9Ozqq";7;2;2;2;6;2;4;4;0;4;4;4;5;5;4;4;3;4;5;5;5;4;3;4;4;1;1;2;2;3;5;4;3;2;2;4;4;3;2;3;1;1;4;4;2;4;5;3;5;3;4;2;5;4;5;5;5;5;3;5;3;5;5;5;5;5;5;5;5;5;1;2;1;3;3;1;1;0;2;4;3;3;4;3;1;1;1;1;3;3;3;3;"supporter";"R_277OmNLu6T9Ozqq";"no";"yes";"The Left";"50-59";"female";"Mittlere Reife";"no";1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;2;1,43770032154569;0,536159565935111;FALSE
"875";"R_1q8xmDr7gncbJOc";6;1;1;1;4;6;3;3;0;1;0;4;3;4;3;4;1;3;5;4;1;3;0;3;2;1;1;4;0;1;2;3;2;0;0;3;1;0;3;3;4;1;5;5;5;5;5;5;5;2;5;5;5;5;5;5;5;5;3;5;5;5;5;5;5;5;5;5;5;5;5;2;1;4;4;2;4;0;4;4;4;4;4;4;3;4;4;3;3;4;4;4;"supporter";"R_1q8xmDr7gncbJOc";"yes";"yes";"Greens";"40-49";"male";"Abitur";"no";1;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;6;1,66306265525249;-1,33598582813115;FALSE
"876";"R_23fLzyzc6CetQv4";6;1;1;2;4;3;5;5;1;4;3;4;5;5;5;4;1;1;5;5;4;4;0;5;5;3;2;3;0;2;5;5;1;3;0;5;4;3;3;4;1;0;4;5;2;5;5;3;5;2;5;3;5;5;5;5;5;5;2;5;4;5;5;5;5;5;5;5;5;5;5;2;1;4;4;4;0;0;4;4;4;3;4;3;4;4;4;4;3;4;4;4;"supporter";"R_23fLzyzc6CetQv4";"no";"yes";"Greens";"40-49";"male";"Abitur";"no";1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3;1,54433430487359;2,94484789553496;FALSE
